| dominio                           | documento           | adm_handle | tec_handle | cob_handle | ticket   | data_cadastro       | ultima_atualizacao  |
| creci-se.gov.br                   | 013.171.970/0001-00 | CORCO18    | CORCO18    | CORCO18    | 14866141 | 2015-11-04 12:17:53 | 2022-05-04 18:15:43 |
| creci-sp.gov.br                   | 062.655.246/0001-59 | CSSPA      | CSSPA      | CSSPA      |  4543146 | 2008-06-12 21:45:18 | 2023-09-20 03:40:22 |
| creciac.gov.br                    | 011.354.663/0001-20 | JOP362     | JOP362     | JOP362     | 16638303 | 2017-02-17 13:55:36 | 2018-04-11 13:04:56 |
| creciba.gov.br                    | 015.245.848/0001-58 | SEGDI7     | NASSA23    | AASJU65    | 12666007 | 2014-03-11 16:24:02 | 2020-05-05 20:44:19 |
| crecidf.gov.br                    | 000.105.650/0001-00 | SEGDI7     | JUJSA4     | GEFNA4     |  9323584 | 2012-01-12 13:23:50 | 2023-06-05 01:50:54 |
| crecies.gov.br                    | 027.239.854/0001-81 | VIMTR2     | VIMTR2     | VIMTR2     |  4720440 | 2008-07-31 14:26:14 | 2019-07-02 23:11:15 |
| crecigo.gov.br                    | 001.638.121/0001-26 | CRCIR8     | JUJSA4     | CRCIR8     |  7968449 | 2011-03-01 13:55:48 | 2023-04-18 17:42:28 |
| crecima.gov.br                    | 005.760.772/0001-45 | SEGDI7     | SEGDI7     | CRI40      | 16705467 | 2017-03-13 14:14:18 | 2020-05-05 20:44:20 |
| crecimg.gov.br                    | 017.481.268/0001-95 | SEGDI7     | SEGDI7     | MAA815     |  6668616 | 2010-03-24 14:03:38 | 2020-05-05 20:44:15 |
| crecims.gov.br                    | 003.979.572/0001-52 | SEGDI7     | ELCNE38    | CREMS      | 16100463 | 2016-09-26 11:11:11 | 2021-08-17 13:56:10 |
| crecimt.gov.br                    | 014.921.282/0001-74 | CREMT      | CREMT      | CREMT      | 17882797 | 2018-01-11 09:48:37 | 2018-01-11 09:48:37 |
| crecipe.gov.br                    | 011.005.444/0001-36 | SEGDI7     | SEGDI7     | CRI31      |  4380107 | 2008-05-02 18:08:17 | 2020-05-05 20:44:21 |
| crecipr.gov.br                    | 076.693.910/0001-69 | SEGDI7     | SEGDI7     | GPD21      |  5417469 | 2009-04-07 12:02:35 | 2020-05-05 20:44:17 |
| crecirn.gov.br                    | 008.303.182/0001-81 | SEGDI7     | SEGDI7     | FJS225     | 16651852 | 2017-02-23 14:25:43 | 2020-05-05 20:44:15 |
| creciro.gov.br                    | 005.968.813/0001-93 | HEMAR208   | JUJSA4     | HEMAR208   | 13884579 | 2015-02-24 14:42:47 | 2023-04-18 14:41:09 |
| crecise.gov.br                    | 013.171.970/0001-00 | CORCO18    | CORCO18    | CORCO18    | 14866147 | 2015-11-04 12:22:53 | 2022-07-25 12:51:41 |
| crecisp.gov.br                    | 062.655.246/0001-59 | CSSPA      | CSSPA      | CSSPA      |  4538779 | 2008-06-12 20:58:57 | 2023-09-20 03:33:25 |
| crecito.gov.br                    | 038.145.157/0001-88 | SEGDI7     | VLROS3     | PSASO8     | 15262151 | 2016-03-16 19:18:31 | 2020-05-05 20:44:17 |
| crediamigo.gov.br                 | 007.237.373/0001-20 | CLRAL149   | DANMA112   | LHRSJ      |   566336 | 2001-05-18 19:45:53 | 2022-11-04 11:53:27 |
| creditoruralcaixa.gov.br          | 000.360.305/0001-04 | RMJ35      | GIT60      | GIC166     | 13323025 | 2014-09-17 15:09:31 | 2023-10-29 02:31:21 |
| cref-sp.gov.br                    | 003.676.803/0001-59 | NLSJU41    | NLSJU41    | NLSJU41    |  4915683 | 2008-10-09 16:11:07 | 2022-10-24 13:53:01 |
| cref4-sp.gov.br                   | 003.676.803/0001-59 | NLSJU41    | NLSJU41    | NLSJU41    | 10501420 | 2012-09-28 15:21:47 | 2022-10-24 14:49:49 |
| cref4.gov.br                      | 003.676.803/0001-59 | NLSJU41    | NLSJU41    | NLSJU41    | 10501422 | 2012-09-28 15:21:47 | 2022-10-24 14:50:38 |
| cref4sp.gov.br                    | 003.676.803/0001-59 | NLSJU41    | NLSJU41    | NLSJU41    | 10501429 | 2012-09-28 15:26:49 | 2022-10-24 14:51:08 |
| crefito-sp.gov.br                 | 049.781.479/0001-30 | CRR351     | CRR351     | CRR351     |  4666492 | 2008-07-11 16:22:23 | 2018-07-18 20:43:13 |
| crefito.gov.br                    | 006.290.767/0001-89 | RSS368     | RSS368     | RSS368     | 16033717 | 2016-09-27 16:58:09 | 2020-04-14 21:28:19 |
| crefito11.gov.br                  | 006.290.767/0001-89 | RSS368     | RSS368     | RSS368     | 16134645 | 2016-09-28 12:30:06 | 2023-07-28 14:25:13 |
| crefito16.gov.br                  | 023.283.472/0001-02 | SEGDI7     | SEGDI7     | CRFTE13    | 14890232 | 2015-11-06 10:27:44 | 2020-05-05 20:44:24 |
| crefito2.gov.br                   | 029.991.262/0001-47 | RPD        | RPD        | RPD        |  9476312 | 2012-02-15 14:08:03 | 2020-10-06 20:07:11 |
| crefito4.gov.br                   | 021.947.619/0001-88 | MAFAL202   | NELTD6     | MAFAL202   | 17318895 | 2017-08-15 18:38:31 | 2020-05-31 12:44:52 |
| crefito7.gov.br                   | 016.300.642/0001-46 | CRO117     | CRO117     | CRO117     | 16566139 | 2017-01-27 13:24:10 | 2023-01-23 01:22:28 |
| crefito8.gov.br                   | 068.576.800/0001-99 | CRFTR9     | CRFTR9     | CRFTR9     | 17079946 | 2017-06-26 11:58:04 | 2021-06-17 17:12:13 |
| crefitosp.gov.br                  | 049.781.479/0001-30 | CRR351     | CRR351     | CRR351     |  4644585 | 2008-07-11 13:32:26 | 2018-07-18 21:18:43 |
| crefono1.gov.br                   | 032.243.313/0001-67 | IAJ2       | IAJ2       | IAJ2       |  7275234 | 2010-09-03 13:49:48 | 2019-12-06 18:13:36 |
| crefono8.gov.br                   | 008.077.490/0001-36 | MASAR901   | DAFGO18    | MASAR901   |  8918873 | 2011-10-26 10:28:36 | 2023-01-25 16:44:57 |
| crefsp.gov.br                     | 003.676.803/0001-59 | NLSJU41    | VAD26      | NLSJU41    |  4810156 | 2008-09-24 18:07:55 | 2022-09-14 20:02:32 |
| cremesp.gov.br                    | 063.106.843/0001-97 | CRS44      | CRS44      | CRS44      |  7771407 | 2011-01-17 13:19:16 | 2013-10-20 21:04:57 |
| crescenordeste.gov.br             | 007.237.373/0001-20 | CLRAL149   | DANMA112   | LHRSJ      |  1615211 | 2004-05-03 12:33:33 | 2022-11-04 11:54:44 |
| cress-sc.gov.br                   | 076.557.099/0001-99 | TARDI      | TARDI      | TARDI      | 18449265 | 2018-07-02 17:33:46 | 2018-07-02 17:33:46 |
| crfa1.gov.br                      | 032.243.313/0001-67 | IAJ2       | IAJ2       | IAJ2       |  5697830 | 2009-07-03 13:35:02 | 2015-09-25 10:46:53 |
| crfsc.gov.br                      | 083.900.969/0001-46 | SEGDI7     | SEGDI7     | JOF197     | 13922961 | 2015-03-09 17:29:15 | 2020-05-05 20:44:23 |
| crimecongress2010.gov.br          | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944117 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| crm-rj.gov.br                     | 031.027.527/0001-33 | GOFBA      | GOFBA      | GOFBA      |  5089377 | 2008-12-01 12:46:33 | 2021-10-29 17:55:43 |
| crm.gov.br                        | 092.724.145/0001-53 | ALDSA2139  | ALDSA2139  | ALDSA2139  |   373927 | 2000-07-04 16:40:21 | 2023-01-26 17:12:31 |
| crmrj.gov.br                      | 031.027.527/0001-33 | GOFBA      | GOFBA      | GOFBA      |  5057878 | 2008-12-01 12:31:03 | 2020-10-20 13:03:59 |
| crmvmg.gov.br                     | 016.539.173/0001-12 | JOPAM      | JOPAM      | JOPAM      | 13697332 | 2015-01-09 18:42:27 | 2023-08-23 01:41:25 |
| crmvpaap.gov.br                   | 004.798.070/0001-98 | SEGDI7     | SEGDI7     | ADLNE7     |   498670 | 2001-02-06 19:19:33 | 2020-05-05 20:44:25 |
| crmvrn.gov.br                     | 008.693.822/0001-07 | WIPCO32    | WIPCO32    | WIPCO32    |  8441671 | 2011-06-16 17:32:16 | 2018-06-22 11:17:52 |
| crmvrs.gov.br                     | 093.009.116/0001-72 | CAASA364   | CAASA364   | CAASA364   |   325983 | 2000-04-28 14:21:26 | 2022-05-25 11:21:31 |
| crmvsc.gov.br                     | 082.513.045/0001-24 | CAAPE482   | CAAPE482   | CAAPE482   | 18713687 | 2018-08-27 12:00:10 | 2023-03-27 13:16:37 |
| crmvsp.gov.br                     | 050.052.885/0001-40 | CRS389     | CRS389     | CRS389     |  8561217 | 2011-08-01 10:57:05 | 2023-06-16 18:11:06 |
| crmvto.gov.br                     | 033.209.263/0001-64 | CFV        | CFV        | CFV        | 12092731 | 2013-10-11 16:53:18 | 2022-04-01 13:56:23 |
| cromg.gov.br                      | 017.231.564/0001-38 | SEGDI7     | SEGDI7     | RACMO68    | 17355802 | 2017-08-24 18:58:27 | 2020-05-05 20:44:12 |
| crq-9.gov.br                      | 076.471.358/0001-64 | SEGDI7     | SEGDI7     | CRR324     | 15485691 | 2016-05-13 18:05:11 | 2022-03-29 15:47:50 |
| crq-pr.gov.br                     | 076.471.358/0001-64 | SEGDI7     | SEGDI7     | CRR324     | 15485688 | 2016-05-13 18:05:11 | 2020-05-05 20:44:09 |
| crq12.gov.br                      | 001.759.984/0001-51 | CRQXR      | CRQXR      | CRQXR      | 13405959 | 2014-10-24 12:58:01 | 2023-08-22 20:33:14 |
| crq13.gov.br                      | 079.887.659/0001-61 | CRR2       | CRR2       | CRR2       |  6834102 | 2010-05-12 19:15:00 | 2022-08-15 18:39:40 |
| crq7.gov.br                       | 014.117.931/0001-89 | SEGDI7     | SEGDI7     | CRQ27      |  7940861 | 2011-02-18 16:47:29 | 2020-05-05 20:44:16 |
| crq9.gov.br                       | 076.471.358/0001-64 | SEGDI7     | DIBFI7     | CRR324     | 15485657 | 2016-05-13 18:00:08 | 2022-05-11 16:24:54 |
| crqpr.gov.br                      | 076.471.358/0001-64 | DIBFI7     | SEGDI7     | CRR324     | 15485681 | 2016-05-13 18:00:08 | 2022-03-11 16:10:24 |
| crqsc.gov.br                      | 079.887.659/0001-61 | CRR2       | CRR2       | CRR2       |  6834151 | 2010-05-12 19:15:00 | 2022-07-08 13:28:55 |
| crqxx.gov.br                      | 009.558.631/0001-03 | CRXXM      | CRXXM      | CRXXM      |  7307573 | 2010-09-14 19:57:22 | 2020-07-29 14:20:29 |
| crt.gov.br                        | 092.794.486/0001-03 | SEGDI7     | SEGDI7     | DSL124     |     7505 | 1996-05-06 12:00:00 | 2020-05-05 20:44:19 |
| crt01.gov.br                      | 030.871.497/0001-84 | CFDTI      | SEGDI7     | CRDTI      | 19279511 | 2019-02-07 17:10:14 | 2023-09-07 11:45:44 |
| crt02.gov.br                      | 030.871.497/0001-84 | CFDTI      | SEGDI7     | CRDTR8     | 19279513 | 2019-02-07 17:10:14 | 2023-09-07 11:47:20 |
| crt03.gov.br                      | 030.871.497/0001-84 | CFDTI      | ERAFS1     | ERAFS1     | 19282324 | 2019-02-07 17:08:14 | 2023-09-07 11:47:45 |
| crtes.gov.br                      | 030.871.497/0001-84 | CFDTI      | CRDTE8     | CRDTE8     | 19279520 | 2019-02-07 17:06:13 | 2023-09-06 22:50:36 |
| crtmg.gov.br                      | 030.871.497/0001-84 | CFDTI      | CFDTI      | CRDTM      | 19279515 | 2019-02-07 17:10:14 | 2023-01-22 02:32:02 |
| crtr01.gov.br                     | 003.657.392/0001-54 | SEGDI7     | SEGDI7     | MAHEN40    |  8567176 | 2011-07-15 12:27:10 | 2020-05-05 20:44:23 |
| crtr14.gov.br                     | 002.873.120/0001-29 | VAM424     | VAM424     | VAM424     | 13952375 | 2015-03-20 14:57:10 | 2015-03-20 14:57:10 |
| crtr17.gov.br                     | 010.622.423/0001-05 | MALPE547   | MALPE547   | CRARE8     |  8241651 | 2011-05-04 17:08:20 | 2023-04-01 12:26:02 |
| crtr18.gov.br                     | 010.765.721/0001-46 | SEGDI7     | SEGDI7     | ADCDI9     |  9658942 | 2012-03-29 14:12:27 | 2020-05-05 20:44:19 |
| crtr19.gov.br                     | 011.899.162/0001-20 | SEGDI7     | SEGDI7     | RMCLA3     |  8307335 | 2011-06-15 19:17:25 | 2020-05-05 20:44:24 |
| crtrceara.gov.br                  | 024.163.149/0001-50 | SEGDI7     | SEGDI7     | SASME118   | 18543848 | 2018-07-20 14:38:00 | 2020-05-05 20:44:22 |
| crtrj.gov.br                      | 030.871.497/0001-84 | CFDTI      | CRJAN25    | CFDTI      | 19279518 | 2019-02-07 17:10:14 | 2022-04-01 14:10:49 |
| crtrpe.gov.br                     | 004.027.726/0001-79 | SEGDI7     | SEGDI7     | CRTPE3     | 17175080 | 2017-07-11 17:16:01 | 2020-05-05 20:44:15 |
| crtrrj.gov.br                     | 032.095.317/0001-45 | CRR111     | VAD26      | CRR111     |   937205 | 2002-08-13 12:44:56 | 2022-12-12 13:57:47 |
| crtsp.gov.br                      | 030.871.497/0001-84 | CFDTI      | CRDTS3     | CRDTS3     | 19279517 | 2019-02-07 17:10:14 | 2023-03-16 19:49:31 |
| csjt.gov.br                       | 000.509.968/0001-48 | SEGDI7     | SEGDI7     | SCD13      |   520691 | 2001-03-02 21:18:28 | 2020-05-05 20:44:15 |
| ctac.gov.br                       | 026.963.660/0002-42 | MALCO302   | MALCO302   | MALCO302   |    55302 | 1997-09-02 12:00:00 | 2018-05-31 00:44:21 |
| ctav.gov.br                       | 003.221.904/0001-35 | SUAAL3     | SUAAL3     | SUAAL3     |  2663201 | 2006-03-10 13:14:15 | 2021-06-02 21:31:05 |
| cti.gov.br                        | 004.822.500/0001-60 | JLCJU118   | JLCJU118   | JLCJU118   |  4633687 | 2008-07-22 11:07:44 | 2021-02-02 18:18:36 |
| ctir.gov.br                       | 000.394.411/0001-09 | GCTGS      | GCTGS      | GCTGS      |  1940214 | 2004-12-17 17:03:07 | 2016-09-14 13:59:26 |
| ctis.gov.br                       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944118 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| ctlivre.gov.br                    | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944119 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| ctnbio.gov.br                     | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944120 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| cultura.gov.br                    | 001.264.142/0002-00 | MRBCO20    | MRBCO20    | MRBCO20    |    14100 | 1996-08-16 12:00:00 | 2023-01-04 14:35:07 |
| culturaviva.gov.br                | 001.264.142/0002-00 | SUAAL3     | SUAAL3     | SUAAL3     | 14669233 | 2015-09-17 17:46:29 | 2021-06-03 12:12:44 |
| cvm.gov.br                        | 029.507.878/0001-08 | CVGTE      | CVGTE      | CVGTE      |     8975 | 1996-06-04 12:00:00 | 2020-04-03 22:34:18 |
| d.gov.br                          | 000.394.460/0008-18 | GSISE      | GSISE      | GSISE      |   288085 | 2000-03-16 22:35:17 | 2021-01-12 11:25:54 |
| dac.gov.br                        | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944121 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| dados.gov.br                      | 000.489.828/0001-55 | CGSTM2     | GUMSO21    | CGSTM2     |  8552337 | 2011-07-29 13:40:32 | 2022-11-22 12:52:46 |
| dadosabertos.gov.br               | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944122 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| data.gov.br                       | 000.394.460/0008-18 | GSISE      | GSISE      | GSISE      |  8893230 | 2011-10-21 17:04:27 | 2021-01-12 11:25:54 |
| dataprev.gov.br                   | 042.422.253/0027-32 | DDA66      | DDA66      | DDA66      |    29076 | 1997-01-28 11:00:00 | 2021-09-21 18:32:19 |
| datasus.gov.br                    | 000.394.544/0271-13 | DIS5       | DIS5       | DIS5       |     4437 | 1995-10-31 12:00:00 | 2016-06-06 13:35:52 |
| dcea.gov.br                       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944123 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| decea.gov.br                      | 000.394.429/0048-74 | ADRED14    | ADRED14    | ADRED14    |   705211 | 2001-12-26 18:40:17 | 2023-07-04 17:59:30 |
| defencil.gov.br                   | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944124 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| defensoriapublica.gov.br          | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944125 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| defesa.gov.br                     | 000.894.356/0001-16 | EDA12      | EDA12      | EDA12      |   171030 | 1999-06-22 13:18:34 | 2023-05-08 17:57:04 |
| defesaagropecuaria.gov.br         | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944126 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| defesacivil.gov.br                | 003.353.358/0001-96 | MIDRE13    | MIDRE13    | MIDRE13    |   303547 | 2000-04-28 13:50:20 | 2022-05-10 18:41:15 |
| defesadoconsumidor.gov.br         | 000.394.494/0013-70 | MIJUS7     | LERBI17    | MIJUS7     | 15427301 | 2016-04-04 15:06:50 | 2023-05-22 21:48:59 |
| denatran.gov.br                   | 000.394.494/0013-70 | MIJUS7     | LERBI17    | MIJUS7     |   768317 | 2002-04-12 19:30:38 | 2023-05-22 21:49:16 |
| depen.gov.br                      | 000.394.494/0008-02 | SEGDI7     | SEGDI7     | DEPNA8     | 17371954 | 2017-08-30 13:06:55 | 2020-05-05 20:44:18 |
| deputado.gov.br                   | 000.530.352/0001-59 | SSG50      | SSG50      | SSG50      |  3725132 | 2007-07-04 12:32:00 | 2015-06-12 17:17:37 |
| depv.gov.br                       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944127 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| desafios.gov.br                   | 000.394.460/0008-18 | GSISE      | GSISE      | GSISE      | 14461468 | 2015-07-28 11:40:34 | 2021-01-12 11:25:54 |
| desaparecidos.gov.br              | 005.478.625/0001-87 | MDDHU      | MDDHU      | MDDHU      |  9414210 | 2012-02-14 09:55:39 | 2021-12-08 15:56:21 |
| desenrola.gov.br                  | 000.489.828/0074-00 | EOISI1     | SEGDI7     | SEGDI7     | 26788791 | 2023-09-19 11:58:03 | 2023-09-19 17:34:51 |
| desenvolvimento.gov.br            | 000.394.478/0002-24 | SEGDI7     | COINF90    | COINF90    |   514117 | 2001-02-21 20:19:54 | 2023-03-31 02:23:35 |
| desenvolvimentoagrario.gov.br     | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944128 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| desenvolvimentoregional.gov.br    | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944129 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| desenvolvimentorural.gov.br       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944130 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| desenvolvimentosocial.gov.br      | 005.756.246/0001-01 | RAASI691   | MHAGO13    | RAASI691   |  1580366 | 2004-03-23 15:06:49 | 2022-09-06 19:15:31 |
| df.gov.br                         | 003.230.476/0001-07 | STC46      | STC46      | STC46      |    14006 | 1996-08-15 12:00:00 | 2020-07-01 22:46:12 |
| dfa-ba.gov.br                     | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944131 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| dfa-pe.gov.br                     | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944132 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| dfasp.gov.br                      | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944133 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| dialoga.gov.br                    | 000.394.411/0001-09 | MAR79      | MAR79      | MAR79      | 14062641 | 2015-04-14 17:49:35 | 2015-04-14 17:49:35 |
| dialogabrasil.gov.br              | 010.366.249/0001-79 | MAR79      | MAR79      | MAR79      | 14494864 | 2015-08-03 15:22:25 | 2015-08-03 15:22:25 |
| dialogosfederativos.gov.br        | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944134 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| diariodajustica.gov.br            | 000.531.640/0001-28 | SEGDI7     | SEGDI7     | GASTI6     |  2804653 | 2006-05-19 12:22:53 | 2020-05-05 20:44:17 |
| diesporte.gov.br                  | 002.961.362/0001-74 | RAASI691   | MHAGO13    | RAASI691   | 14301400 | 2015-06-18 17:31:40 | 2022-09-06 18:40:20 |
| dinf.gov.br                       | 000.489.828/0001-55 | CGSTM2     | CGSTM2     | CGSTM2     | 24944135 | 2022-08-24 12:16:06 | 2023-05-11 19:06:29 |
| dinheiroaqui.gov.br               | 000.360.305/2399-13 | RMJ35      | GIT60      | GIC166     |   399427 | 2000-08-04 21:17:46 | 2023-02-12 02:03:35 |
| dinheiroemcaixa.gov.br            | 000.360.305/2399-13 | RMJ35      | GIT60      | GIC166     |   399428 | 2000-08-04 21:17:46 | 2023-02-12 02:04:22 |
| dinheiroinstantaneo.gov.br        | 000.360.305/2399-13 | RMJ35      | GIT60      | GIC166     |   399429 | 2000-08-04 21:17:47 | 2023-02-12 02:05:33 |
